Date,State,District,Pincode,Age_0_5,Age_5_17,Age_18_greater
01-07-2025,Assam,Cachar,788126,188,59,12
01-07-2025,Gujarat,Dohad,389172,321,304,23
01-07-2025,Uttar Pradesh,Lucknow,226003,592,532,18
01-07-2025,Delhi,South Delhi,110016,72,24,20
01-07-2025,Uttar Pradesh,Bahraich,271830,221,516,44
01-07-2025,Uttar Pradesh,Maharajganj,273304,148,244,15
01-07-2025,Bihar,Pashchim Champaran,845453,265,420,19
01-07-2025,Bihar,Lakhisarai,811311,450,728,15
01-07-2025,Andhra Pradesh,Prakasam,523105,91,108,38
01-07-2025,Bihar,Sitamarhi,843315,142,250,18
01-07-2025,Assam,Tinsukia,786150,17,12,44
01-07-2025,Uttar Pradesh,Siddharth Nagar,272205,262,431,28
01-07-2025,Gujarat,Patan,384241,73,38,11
01-07-2025,Madhya Pradesh,Morena,476224,423,320,14
01-07-2025,Uttar Pradesh,Varanasi,221001,465,816,83
01-07-2025,Nagaland,Tuensang,798626,25,208,15
01-07-2025,Uttar Pradesh,Shahjahanpur,242301,558,391,10
01-07-2025,Telangana,Ranga Reddy,500079,181,93,10
01-07-2025,Madhya Pradesh,Dewas,455227,544,292,13
01-07-2025,Bihar,Patna,800001,124,527,10
01-07-2025,Maharashtra,Mumbai Suburban,400080,138,55,11
01-07-2025,Karnataka,Bengaluru Rural,560060,191,73,17
01-07-2025,Tamil Nadu,Chengalpattu,603204,117,36,15
01-07-2025,Uttar Pradesh,Fatehpur,212635,233,192,11
01-07-2025,Gujarat,Ahmadabad,382220,208,114,16
01-07-2025,Gujarat,Jamnagar,361001,235,55,10
01-07-2025,Uttar Pradesh,Kanpur Nagar,209402,83,196,12
01-07-2025,Gujarat,Dohad,389380,225,174,20
01-07-2025,Gujarat,Kheda,387620,235,150,24
01-07-2025,Mizoram,Saiha,796901,87,48,18
01-07-2025,Uttar Pradesh,Siddharth Nagar,272207,292,447,15
01-07-2025,Gujarat,Botad,363421,170,78,16
01-07-2025,Assam,Tinsukia,786171,110,70,22
01-07-2025,West Bengal,24 Paraganas North,700125,201,90,28
01-07-2025,Telangana,Hyderabad,500040,139,52,12
01-07-2025,Maharashtra,Mumbai,400013,59,15,15
01-07-2025,West Bengal,Nadia,741253,77,14,11
01-07-2025,Maharashtra,Raigad,410206,845,296,25
01-07-2025,Karnataka,Bengaluru Urban,560076,253,154,52
01-07-2025,Assam,Barpeta,781302,167,42,32
01-07-2025,Gujarat,Anand,388625,49,13,11
01-07-2025,Assam,Jorhat,785010,24,15,26
01-07-2025,Nagaland,Mon,798603,141,455,40
01-07-2025,Uttar Pradesh,Hardoi,241402,462,830,11
01-07-2025,Meghalaya,East Garo Hills,794111,41,370,197
01-07-2025,Uttar Pradesh,Firozabad,283203,1940,1040,10
01-07-2025,West Bengal,24 Paraganas North,743263,113,80,34
01-07-2025,Karnataka,Bengaluru Urban,560027,60,37,15
01-07-2025,Bihar,Purbi Champaran,845401,323,811,13
01-07-2025,Gujarat,Rajkot,360050,166,115,11
01-07-2025,Tamil Nadu,Thiruvallur,600052,261,75,10
01-07-2025,Bihar,Pashchim Champaran,845455,372,684,39
01-07-2025,Bihar,Pashchim Champaran,845452,306,638,26
01-07-2025,Madhya Pradesh,Barwani,451449,250,226,30
01-07-2025,Madhya Pradesh,Jhabua,457779,388,669,28
01-07-2025,Karnataka,Bengaluru Urban,560099,127,92,22
01-07-2025,Meghalaya,East Khasi Hills,793108,34,144,87
01-07-2025,Bihar,Pashchim Champaran,845306,189,436,33
01-07-2025,Gujarat,Bhavnagar,364001,428,86,14
01-07-2025,Madhya Pradesh,Khargone,451332,509,579,61
01-07-2025,Assam,Karimganj,788724,247,165,39
01-07-2025,Assam,Sonitpur,784110,418,133,25
01-07-2025,Madhya Pradesh,Gwalior,475220,259,221,18
01-07-2025,Meghalaya,West Garo Hills,794104,359,329,251
01-07-2025,Gujarat,Mahesana,384355,140,54,11
01-07-2025,Uttar Pradesh,Kanpur Nagar,208001,728,900,31
01-07-2025,Bihar,Saran,841301,341,876,12
01-07-2025,Gujarat,Dohad,389170,327,727,34
01-07-2025,Uttar Pradesh,Varanasi,221010,179,276,16
01-07-2025,Gujarat,Ahmadabad,382330,321,197,15
01-07-2025,Maharashtra,Yavatmal,445215,272,133,14
01-07-2025,Assam,Kamrup Metro,781019,17,28,10
01-07-2025,Assam,Nagaon,782122,395,205,10
01-07-2025,Madhya Pradesh,Guna,473222,637,423,12
01-07-2025,Uttar Pradesh,Kheri,262906,87,107,13
01-07-2025,Gujarat,Patan,384240,138,78,27
01-07-2025,Uttar Pradesh,Aligarh,202129,154,186,11
01-07-2025,Assam,Kamrup Metro,781006,21,29,10
01-07-2025,Uttar Pradesh,Ghaziabad,201102,1140,1286,32
01-07-2025,Gujarat,Ahmadabad,380018,74,32,11
01-07-2025,Rajasthan,Jaipur,302017,260,141,22
01-07-2025,Gujarat,Bhavnagar,364002,222,40,11
01-07-2025,Gujarat,Sabar Kantha,383422,105,382,12
01-07-2025,Assam,Kamrup,781141,158,24,11
01-07-2025,Uttar Pradesh,Gorakhpur,273412,213,275,15
01-07-2025,Gujarat,Dang,394716,86,57,43
01-07-2025,Assam,Marigaon,782127,703,185,12
01-07-2025,Karnataka,Bengaluru Urban,560043,228,202,116
01-07-2025,Assam,Dibrugarh,786611,24,23,92
01-07-2025,West Bengal,Alipurduar,735204,32,149,18
01-07-2025,Telangana,Hyderabad,500013,492,126,11
01-07-2025,West Bengal,Coochbehar,736146,204,303,12
01-07-2025,Assam,Sonitpur,784507,223,146,85
01-07-2025,Assam,Chirang,783375,95,174,13
01-07-2025,Gujarat,Anand,387115,88,28,12
01-07-2025,Gujarat,Bhavnagar,364240,176,43,19
01-07-2025,Gujarat,Bhavnagar,364130,104,54,14
01-07-2025,Gujarat,Rajkot,360005,219,118,19
01-07-2025,Jharkhand,Giridih,815301,305,386,13
01-07-2025,Gujarat,Ahmadabad,380016,153,106,12
01-07-2025,Assam,Cachar,788009,229,64,22
01-07-2025,Assam,Hailakandi,788163,331,173,10
01-07-2025,Meghalaya,East Khasi Hills,793008,24,127,104
01-07-2025,Karnataka,Bengaluru Urban,560024,44,26,21
01-07-2025,Madhya Pradesh,Chhatarpur,471311,273,215,14
01-07-2025,Assam,Jorhat,785634,83,52,38
01-07-2025,Uttar Pradesh,Deoria,274509,130,240,11
01-07-2025,Assam,Golaghat,785622,15,18,11
01-07-2025,Uttar Pradesh,Varanasi,221107,177,325,22
01-07-2025,Assam,Hojai,782446,1152,169,12
01-07-2025,Delhi,North West Delhi,110034,372,126,16
01-07-2025,Telangana,Hyderabad,500084,180,77,23
01-07-2025,Telangana,Bhadradri Kothagudem,507123,256,55,11
01-07-2025,Madhya Pradesh,Khargone,451441,403,397,50
01-07-2025,Madhya Pradesh,Barwani,451660,247,134,12
01-07-2025,Assam,Goalpara,783129,1114,205,70
01-07-2025,Assam,Golaghat,785621,103,94,57
01-07-2025,Uttar Pradesh,Aligarh,202133,634,596,13
01-07-2025,Madhya Pradesh,Datia,475661,435,384,20
01-07-2025,Assam,Golaghat,785619,34,26,12
01-07-2025,Maharashtra,Amravati,444601,523,148,13
01-07-2025,Madhya Pradesh,Sehore,466331,594,364,13
01-07-2025,Meghalaya,West Garo Hills,794109,49,78,108
01-07-2025,Uttar Pradesh,Varanasi,221007,435,434,12
01-07-2025,Bihar,Nawada,805121,81,381,10
01-07-2025,Delhi,Central Delhi,110005,200,80,17
01-07-2025,Assam,Dibrugarh,786184,228,32,41
01-07-2025,Delhi,New Delhi,110061,52,52,46
01-07-2025,Uttarakhand,Haridwar,247667,565,156,11
01-07-2025,Meghalaya,East Khasi Hills,793021,18,88,92
01-07-2025,Meghalaya,East Khasi Hills,793006,41,86,54
01-07-2025,Uttar Pradesh,Barabanki,225302,236,178,23
01-07-2025,Maharashtra,Sangli,416413,125,85,12
01-07-2025,Assam,Nagaon,782125,302,168,12
01-07-2025,Punjab,S.A.S Nagar,140301,300,89,34
01-07-2025,Jharkhand,Ranchi,834003,80,50,14
01-07-2025,Gujarat,Gir Somnath,362268,508,167,19
01-07-2025,Tamil Nadu,Chengalpattu,600130,21,26,11
01-07-2025,Maharashtra,Osmanabad,413606,275,105,10
01-07-2025,Gujarat,Banas Kantha,385545,118,221,30
01-07-2025,Rajasthan,Bhilwara,311605,179,126,12
01-07-2025,Chhattisgarh,Sukma,494122,109,88,17
01-07-2025,Punjab,Gurdaspur,143505,549,99,10
01-07-2025,Maharashtra,Pune,411046,275,147,13
01-07-2025,Assam,Golaghat,785702,102,110,93
01-07-2025,Meghalaya,Ri Bhoi,793102,81,430,320
01-07-2025,Uttar Pradesh,Kasganj,207242,612,508,18
01-07-2025,Maharashtra,Pune,411052,87,17,10
01-07-2025,West Bengal,24 Paraganas North,743271,36,15,10
01-07-2025,West Bengal,Jalpaiguri,735135,149,128,23
01-07-2025,Assam,Tinsukia,786188,21,34,16
01-07-2025,Uttar Pradesh,Shahjahanpur,242221,765,696,18
01-07-2025,Jharkhand,East Singhbum,831002,457,300,12
01-07-2025,Karnataka,Bengaluru Urban,560077,217,136,89
01-07-2025,Gujarat,Chhotaudepur,391165,194,260,61
01-07-2025,Meghalaya,South West Garo Hills,794106,167,77,35
01-07-2025,Maharashtra,Mumbai Suburban,400043,854,758,25
01-07-2025,Madhya Pradesh,Bhind,477116,225,195,32
01-07-2025,Uttar Pradesh,Agra,282001,1033,905,19
01-07-2025,Jharkhand,Dhanbad,828113,121,160,11
01-07-2025,West Bengal,Darjeeling,734003,118,135,33
01-07-2025,Uttar Pradesh,Kasganj,207243,435,660,15
01-07-2025,Assam,Cachar,788805,232,34,20
01-07-2025,Uttar Pradesh,Azamgarh,276001,243,593,13
01-07-2025,Madhya Pradesh,Shivpuri,473551,617,705,42
01-07-2025,Madhya Pradesh,Gwalior,475001,135,125,12
01-07-2025,Andhra Pradesh,Spsr Nellore,524223,43,27,11
01-07-2025,Assam,Golaghat,785610,19,27,14
01-07-2025,Uttar Pradesh,Lucknow,226004,137,147,13
01-07-2025,Gujarat,Patan,384265,289,171,49
01-07-2025,Meghalaya,Ri Bhoi,793103,35,262,248
01-07-2025,Gujarat,Banas Kantha,385310,382,699,84
01-07-2025,Maharashtra,Pune,411001,159,70,14
01-07-2025,West Bengal,24 Paraganas North,743262,65,29,17
01-07-2025,Maharashtra,Nanded,431714,341,126,14
01-07-2025,Delhi,East Delhi,110092,792,290,43
01-07-2025,Maharashtra,Thane,421306,385,304,10
01-07-2025,Delhi,West Delhi,110041,961,317,11
01-07-2025,Gujarat,Surat,395010,863,540,21
01-07-2025,Gujarat,Sabar Kantha,383270,168,417,37
01-07-2025,Uttar Pradesh,Moradabad,244411,34,41,11
01-07-2025,Assam,Chirang,783394,54,38,10
01-07-2025,Uttarakhand,Dehradun,248001,1298,323,10
01-07-2025,Nagaland,Peren,797110,36,105,18
01-07-2025,Uttar Pradesh,Azamgarh,276305,171,522,15
01-07-2025,Madhya Pradesh,Sagar,470002,415,59,12
01-07-2025,Maharashtra,Thane,421501,181,137,36
01-07-2025,Gujarat,Jamnagar,361006,199,55,15
01-07-2025,Tamil Nadu,Chennai,600028,86,33,11
01-07-2025,Madhya Pradesh,Barwani,451770,334,377,25
01-07-2025,Gujarat,Dohad,389140,122,286,21
01-07-2025,Jharkhand,Ranchi,835205,65,43,10
01-07-2025,Uttar Pradesh,Mainpuri,205001,586,672,35
01-07-2025,Karnataka,Bengaluru Urban,560103,62,76,45
01-07-2025,Gujarat,Banas Kantha,385320,341,532,25
01-07-2025,Uttar Pradesh,Sitapur,261205,713,702,37
01-07-2025,Meghalaya,East Khasi Hills,793113,62,196,104
01-07-2025,Madhya Pradesh,Barwani,451556,251,138,10
01-07-2025,Karnataka,Bengaluru Urban,560062,220,101,22
01-07-2025,Bihar,Gopalganj,841438,336,724,10
01-07-2025,Uttar Pradesh,Budaun,243601,648,694,24
01-07-2025,Madhya Pradesh,Jhabua,457661,520,1091,65
01-07-2025,Meghalaya,North Garo Hills,794108,22,97,125
01-07-2025,Madhya Pradesh,Khandwa,450001,586,233,12
01-07-2025,Bihar,Muzaffarpur,843109,291,297,13
01-07-2025,Madhya Pradesh,Bhind,477446,50,75,17
01-07-2025,Bihar,Sitamarhi,843327,366,476,24
01-07-2025,Assam,Goalpara,783125,273,88,10
01-07-2025,Gujarat,Amreli,364522,34,23,10
01-07-2025,Uttar Pradesh,Shravasti,271803,116,337,25
01-07-2025,Assam,Golaghat,785612,121,134,92
01-07-2025,West Bengal,Nadia,741501,111,43,26
01-07-2025,Uttar Pradesh,Shahjahanpur,242127,468,735,38
01-07-2025,West Bengal,24 Paraganas North,743145,77,78,14
01-07-2025,Maharashtra,Mumbai Suburban,400076,69,24,18
01-07-2025,West Bengal,24 Paraganas North,700049,55,67,12
01-07-2025,Telangana,Hyderabad,500001,253,132,23
01-07-2025,Delhi,South Delhi,110065,129,52,20
01-07-2025,Bihar,Nalanda,803101,278,937,12
01-07-2025,Chhattisgarh,Balrampur,497118,291,148,15
01-07-2025,Assam,Cachar,788117,72,45,10
01-07-2025,Gujarat,Dohad,389151,494,743,91
01-07-2025,Haryana,Faridabad,121004,1528,351,27
01-07-2025,Madhya Pradesh,Barwani,451666,1400,1376,79
01-07-2025,Gujarat,Rajkot,360002,582,134,34
01-07-2025,Kerala,Thiruvananthapuram,695310,10,10,31
01-07-2025,Gujarat,Porbandar,360575,323,44,29
01-07-2025,Gujarat,Surat,395003,226,112,10
01-07-2025,Delhi,East Delhi,110091,527,214,12
01-07-2025,Maharashtra,Satara,415523,327,116,16
01-07-2025,Bihar,Lakhisarai,811302,157,244,14
01-07-2025,Gujarat,Rajkot,363440,119,169,16
01-07-2025,Maharashtra,Pune,412211,78,36,14
01-07-2025,West Bengal,Kolkata,700007,34,60,10
01-07-2025,Madhya Pradesh,Bhind,477555,112,102,12
01-07-2025,Maharashtra,Beed,414203,163,62,12
01-07-2025,Uttar Pradesh,Baghpat,250101,118,280,15
01-07-2025,Maharashtra,Pune,412308,181,85,20
01-07-2025,Assam,Jorhat,785108,45,24,14
01-07-2025,Telangana,Hyderabad,500029,98,51,14
01-07-2025,Bihar,Purbi Champaran,845303,160,552,31
01-07-2025,Gujarat,Devbhumi Dwarka,360510,103,26,19
01-07-2025,Uttar Pradesh,Meerut,250002,1201,888,16
01-07-2025,Uttar Pradesh,Unnao,209861,271,347,15
01-07-2025,Maharashtra,Beed,431122,801,343,35
01-07-2025,West Bengal,Coochbehar,735210,150,289,12
01-07-2025,Jharkhand,Khunti,835210,146,196,14
01-07-2025,Rajasthan,Jaipur,302004,281,131,18
01-07-2025,Maharashtra,Ahmednagar,414105,92,64,16
01-07-2025,Karnataka,Bengaluru Urban,562125,149,81,25
01-07-2025,Madhya Pradesh,Sagar,470227,167,52,10
01-07-2025,Assam,Jorhat,785112,39,18,35
01-07-2025,Karnataka,Bengaluru Urban,560017,47,49,16
01-07-2025,Assam,Golaghat,785614,207,104,60
01-07-2025,Punjab,Ludhiana,141012,88,39,11
01-07-2025,Assam,Tinsukia,786125,73,86,10
01-07-2025,Chhattisgarh,Gaurella Pendra Marwahi,495117,220,105,27
01-07-2025,Maharashtra,Nashik,422303,82,33,13
01-07-2025,Rajasthan,Jalore,343001,296,181,13
01-07-2025,Jammu And Kashmir,Shopian,192303,308,84,20
01-07-2025,Mizoram,Champhai,796321,95,57,20
01-07-2025,Rajasthan,Hanumangarh,335523,456,284,11
01-07-2025,Uttar Pradesh,Bareilly,243503,562,530,14
01-07-2025,Gujarat,Gandhinagar,382735,53,10,13
01-07-2025,Maharashtra,Mumbai Suburban,400050,88,49,24
01-07-2025,Gujarat,Arvalli,383315,251,70,11
01-07-2025,Meghalaya,South West Garo Hills,794115,203,195,138
01-07-2025,Rajasthan,Chittorgarh,312601,314,212,13
01-07-2025,Assam,Dibrugarh,786010,156,34,31
01-07-2025,West Bengal,Darjeeling,734429,117,133,13
01-07-2025,Kerala,Ernakulam,682006,58,62,16
01-07-2025,West Bengal,Nadia,741223,82,60,28
01-07-2025,Madhya Pradesh,Ashoknagar,473101,509,248,20
01-07-2025,West Bengal,Alipurduar,736121,196,163,17
01-07-2025,West Bengal,24 Paraganas North,743423,356,131,45
01-07-2025,Meghalaya,West Jaintia Hills,793150,150,602,482
01-07-2025,Uttar Pradesh,Gautam Buddha Nagar,201301,837,873,86
01-07-2025,Uttar Pradesh,Balrampur,271604,261,944,15
01-07-2025,Assam,Dhemaji,787060,256,111,66
01-07-2025,Rajasthan,Jodhpur,342012,39,25,10
01-07-2025,Meghalaya,East Khasi Hills,793110,78,464,354
01-07-2025,Bihar,Nawada,805129,70,255,21
01-07-2025,Gujarat,Kachchh,370150,37,37,10
01-07-2025,Assam,West Karbi Anglong,782486,54,69,74
01-07-2025,Maharashtra,Mumbai Suburban,400059,125,69,11
01-07-2025,Gujarat,Dohad,389152,156,301,33
01-07-2025,Uttar Pradesh,Muzaffarnagar,251002,391,175,11
01-07-2025,Maharashtra,Mumbai Suburban,400078,296,173,14
01-07-2025,Assam,Bongaigaon,783391,236,51,16
01-07-2025,Assam,Golaghat,785603,111,54,73
01-07-2025,Assam,Golaghat,785703,52,28,12
01-07-2025,Maharashtra,Thane,421302,1309,905,24
01-07-2025,Uttar Pradesh,Fatehpur,212657,229,205,13
01-07-2025,West Bengal,Coochbehar,736145,243,192,16
01-07-2025,Chhattisgarh,Balrampur,497223,579,197,10
01-07-2025,Uttar Pradesh,Sambhal,244301,339,200,11
01-07-2025,Maharashtra,Thane,401107,399,469,20
01-07-2025,Madhya Pradesh,Chhatarpur,471318,252,183,10
01-07-2025,Tamil Nadu,Chennai,600115,58,40,10
01-07-2025,Uttar Pradesh,Kanpur Dehat,209301,181,200,13
01-07-2025,Kerala,Kannur,670003,17,38,15
01-07-2025,Uttar Pradesh,Chandauli,232101,365,555,37
01-07-2025,Punjab,Tarn Taran,143401,341,34,11
01-07-2025,Maharashtra,Pune,411021,110,55,11
01-07-2025,West Bengal,24 Paraganas North,700129,26,32,18
01-07-2025,Karnataka,Bengaluru Urban,560004,109,55,11
01-07-2025,Bihar,Gaya,823001,179,677,10
01-07-2025,Uttar Pradesh,Varanasi,221002,267,406,12
01-07-2025,Uttar Pradesh,Bareilly,243201,610,385,11
01-07-2025,Assam,Barpeta,781315,409,166,34
01-07-2025,Assam,Cachar,788030,371,151,47
01-07-2025,Karnataka,Bengaluru Urban,560091,305,91,12
01-07-2025,Gujarat,Amreli,365601,195,20,12
01-07-2025,Gujarat,Ahmadabad,382350,471,267,16
01-07-2025,Uttar Pradesh,Barabanki,225305,637,414,17
01-07-2025,Karnataka,Bengaluru Urban,560046,54,25,10
01-07-2025,Rajasthan,Jaipur,302012,840,338,11
01-07-2025,Delhi,South Delhi,110048,50,17,16
01-07-2025,Madhya Pradesh,Gwalior,475110,363,518,32
01-07-2025,Assam,Tinsukia,786160,68,15,15
01-07-2025,Delhi,South Delhi,110024,56,25,23
01-07-2025,Madhya Pradesh,Sehore,466001,557,132,13
01-07-2025,Assam,Dibrugarh,786610,113,40,36
01-07-2025,Assam,Kamrup,781120,26,14,25
01-07-2025,Maharashtra,Aurangabad,431001,2262,1549,24
01-07-2025,Uttar Pradesh,Lucknow,226010,182,212,11
01-07-2025,Nagaland,Mon,798621,117,221,29
01-07-2025,Assam,Golaghat,785705,372,66,42
01-07-2025,Nagaland,Dimapur,797103,44,104,10
01-07-2025,Bihar,Bhojpur,802301,184,626,13
01-07-2025,Rajasthan,Bharatpur,321203,320,274,11
01-07-2025,Assam,Dibrugarh,786001,108,60,70
01-07-2025,Maharashtra,Mumbai,400037,336,227,11
01-07-2025,West Bengal,24 Paraganas North,700124,71,49,15
01-07-2025,Gujarat,Gir Somnath,362720,324,68,21
01-07-2025,Delhi,New Delhi,110003,131,66,15
01-07-2025,Maharashtra,Pune,413102,305,104,24
01-07-2025,West Bengal,24 Paraganas North,700056,34,53,11
01-07-2025,Meghalaya,West Garo Hills,794002,84,434,410
01-07-2025,West Bengal,24 Paraganas North,743127,91,83,14
01-07-2025,Assam,Golaghat,785625,49,38,90
01-07-2025,Maharashtra,Pune,411058,79,28,10
01-07-2025,Gujarat,Anand,388307,78,26,12
01-07-2025,Maharashtra,Hingoli,431513,680,216,37
01-07-2025,Uttar Pradesh,Moradabad,244001,2688,1254,23
01-07-2025,Gujarat,Banas Kantha,385566,305,257,25
01-07-2025,Karnataka,Bengaluru Urban,560048,106,83,51
01-07-2025,Assam,Cachar,788102,80,50,21
01-07-2025,Bihar,Siwan,841406,192,414,12
01-07-2025,Madhya Pradesh,Gwalior,474001,761,363,58
01-07-2025,West Bengal,Nadia,741402,68,23,13
01-07-2025,Telangana,Hyderabad,500032,92,53,20
01-07-2025,Gujarat,Banas Kantha,385135,128,208,24
01-07-2025,Uttar Pradesh,Kaushambi,212201,412,293,11
01-07-2025,Rajasthan,Chittorgarh,312901,210,214,16
01-07-2025,Karnataka,Bengaluru Urban,560036,188,111,46
01-07-2025,Bihar,Pashchim Champaran,845449,180,482,38
01-07-2025,Bihar,Araria,854336,166,108,14
01-07-2025,Delhi,Central Delhi,110055,185,126,10
01-07-2025,Uttar Pradesh,Hardoi,241124,716,809,16
01-07-2025,West Bengal,24 Paraganas North,700102,76,67,14
01-07-2025,Bihar,Saharsa,852127,259,327,18
01-07-2025,Assam,Majuli,785104,154,45,11
01-07-2025,Madhya Pradesh,Hoshangabad,461990,179,90,12
01-07-2025,Assam,Dhemaji,787059,401,133,19
01-07-2025,Assam,Dibrugarh,786191,32,20,19
01-07-2025,Maharashtra,Mumbai,400026,28,10,12
01-07-2025,Gujarat,Gandhinagar,382721,269,86,116
01-07-2025,Assam,Cachar,788003,228,66,17
01-07-2025,Uttar Pradesh,Sitapur,261204,372,370,16
01-07-2025,Maharashtra,Pune,411006,171,67,13
01-07-2025,Assam,Cachar,782448,89,100,146
01-07-2025,West Bengal,Alipurduar,736206,89,80,10
01-07-2025,Maharashtra,Pune,411023,103,26,12
01-07-2025,Assam,Tinsukia,786190,50,27,25
01-07-2025,Maharashtra,Buldhana,443103,198,84,22
01-07-2025,Andhra Pradesh,Spsr Nellore,524004,176,102,18
01-07-2025,Uttar Pradesh,Shahjahanpur,242303,409,433,12
01-07-2025,Gujarat,Banas Kantha,385330,171,265,19
01-07-2025,Uttar Pradesh,Banda,210121,401,753,11
01-07-2025,Madhya Pradesh,Chhatarpur,471405,334,468,30
01-07-2025,Chhattisgarh,Sukma,494114,42,90,17
01-07-2025,Gujarat,Chhotaudepur,391135,102,66,25
01-07-2025,West Bengal,Darjeeling,734101,57,41,18
01-07-2025,Karnataka,Bengaluru Rural,562110,139,22,13
01-07-2025,Assam,Golaghat,785602,78,36,69
01-07-2025,Assam,Karimganj,788725,126,59,27
01-07-2025,Gujarat,Banas Kantha,385530,100,180,12
01-07-2025,Assam,Kokrajhar,783370,252,150,108
01-07-2025,Assam,Dima Hasao,788819,83,51,14
01-07-2025,Assam,Karimganj,788709,94,73,17
01-07-2025,Gujarat,Porbandar,360570,43,12,10
01-07-2025,Uttar Pradesh,Bahraich,271855,655,992,112
01-07-2025,Uttar Pradesh,Gautam Buddha Nagar,201310,192,326,31
01-07-2025,Bihar,Purbi Champaran,845418,371,649,21
01-07-2025,Karnataka,Mysuru,571105,261,100,11
01-07-2025,Gujarat,Sabar Kantha,383430,90,33,13
01-07-2025,Gujarat,Rajkot,360022,86,45,16
01-07-2025,Andhra Pradesh,Spsr Nellore,524411,78,54,15
01-07-2025,Uttar Pradesh,Gonda,271401,99,210,15
01-07-2025,Uttar Pradesh,Sitapur,261208,324,355,22
01-07-2025,Haryana,Faridabad,121003,494,212,12
01-07-2025,Gujarat,Surendranagar,363310,335,331,31
01-07-2025,Maharashtra,Nashik,422003,475,261,13
01-07-2025,Maharashtra,Nanded,431708,372,135,10
01-07-2025,Gujarat,Chhotaudepur,391150,129,151,32
01-07-2025,West Bengal,Nadia,741201,124,48,11
01-07-2025,West Bengal,Coochbehar,736167,335,366,10
01-07-2025,Madhya Pradesh,Chhatarpur,471501,249,257,10
01-07-2025,Assam,Dhemaji,787026,78,14,48
01-07-2025,Gujarat,Botad,364710,460,89,18
01-07-2025,Uttar Pradesh,Varanasi,221101,251,597,18
01-07-2025,Assam,Barpeta,781314,688,155,21
01-07-2025,Rajasthan,Bhilwara,311804,298,206,10
01-07-2025,Bihar,Sitamarhi,843302,877,931,43
01-07-2025,Jharkhand,Ranchi,835222,130,132,33
01-07-2025,Rajasthan,Jodhpur,342301,391,346,10
01-07-2025,Jammu And Kashmir,Doda,182203,261,260,17
01-07-2025,Gujarat,Ahmadabad,380058,174,91,15
01-07-2025,Uttar Pradesh,Kanpur Dehat,209204,120,187,10
01-07-2025,Delhi,South West Delhi,110045,468,207,29
01-07-2025,Uttar Pradesh,Maharajganj,273162,304,668,13
01-07-2025,Punjab,Ludhiana,142026,106,25,20
01-07-2025,Maharashtra,Pune,413106,111,38,11
01-07-2025,Bihar,Purbi Champaran,845433,220,623,43
01-07-2025,Maharashtra,Nashik,423203,1476,1183,41
01-07-2025,Gujarat,Banas Kantha,385560,60,59,10
01-07-2025,Gujarat,Amreli,365560,201,74,23
01-07-2025,West Bengal,Hooghly,712149,177,111,12
01-07-2025,Rajasthan,Sirohi,307024,172,278,16
01-07-2025,Karnataka,Bengaluru Urban,560064,311,119,65
01-07-2025,Assam,Cachar,788107,220,70,24
01-07-2025,Meghalaya,West Jaintia Hills,793151,56,374,283
01-07-2025,Uttar Pradesh,Mathura,281121,133,151,10
01-07-2025,Meghalaya,East Khasi Hills,793019,25,77,35
01-07-2025,Assam,Jorhat,785001,42,41,75
01-07-2025,West Bengal,24 Paraganas North,743235,103,65,18
01-07-2025,Karnataka,Bengaluru Urban,560047,158,67,15
01-07-2025,West Bengal,Dinajpur Dakshin,733125,303,102,18
01-07-2025,Maharashtra,Jalgaon,425001,644,213,33
01-07-2025,Karnataka,Bengaluru Urban,560001,61,30,14
01-07-2025,Uttar Pradesh,Fatehpur,212664,199,192,11
01-07-2025,Assam,Jorhat,785006,39,24,16
01-07-2025,Uttar Pradesh,Bahraich,271865,404,830,102
01-07-2025,Gujarat,Panch Mahals,389001,389,191,24
01-07-2025,Maharashtra,Hingoli,431702,297,71,18
01-07-2025,Maharashtra,Pune,411028,269,134,13
01-07-2025,Madhya Pradesh,Vidisha,464221,683,414,37
01-07-2025,Rajasthan,Bharatpur,321001,899,484,10
01-07-2025,Gujarat,Morbi,363621,368,147,81
01-07-2025,West Bengal,Dinajpur Uttar,733202,760,680,24
01-07-2025,Karnataka,Mysuru,570023,68,17,12
01-07-2025,Maharashtra,Dhule,424306,280,181,26
01-07-2025,Assam,Lakhimpur,784160,359,86,38
01-07-2025,Chhattisgarh,Raigarh,496001,898,82,13
01-07-2025,Uttar Pradesh,Ghaziabad,245304,387,401,17
01-07-2025,Gujarat,Mahesana,384315,164,48,17
01-07-2025,Assam,Goalpara,783132,316,82,18
01-07-2025,Maharashtra,Nagpur,440013,248,69,10
01-07-2025,West Bengal,Medinipur West,721301,280,233,10
01-07-2025,Haryana,Gurugram,122002,107,46,46
01-07-2025,Uttar Pradesh,Kannauj,209731,138,203,11
01-07-2025,Delhi,North East Delhi,110053,1042,554,12
01-07-2025,Maharashtra,Pune,411038,278,66,19
01-07-2025,Maharashtra,Sangli,416410,356,196,12
01-07-2025,Meghalaya,West Garo Hills,794101,19,49,53
01-07-2025,Rajasthan,Jaipur,302016,267,176,15
01-07-2025,Gujarat,Devbhumi Dwarka,360590,43,29,17
01-07-2025,Gujarat,Patan,385340,310,275,30
01-07-2025,Assam,Chirang,783373,60,45,11
01-07-2025,Madhya Pradesh,Khargone,451335,114,90,15
